source_code,source_text,target_code,target_text
pt-PT,Recebe uma Bolsa Personalizada,it,Ricevi una borsa personalizzata
pt-PT,Recebe a nossa Gift Box,it,Ricevi la nostra confezione regalo
pt-PT,Cancela quando quiseres!,it,Cancella quando vuoi!
pt-PT,Portes Grátis Portes Grátis em todas as subscrições,it,Spedizione gratuita Spedizione gratuita su tutti gli abbonamenti
pt-PT,Subscrever,it,Iscriviti
pt-PT,"Do campo à mesa, hoje e amanhã.",it,"Dal campo alla tavola, oggi e domani."
pt-PT,"<p>Como agricultores responsáveis, estamos totalmente conscientes da importância de reduzir a nossa pegada de carbono. O nosso objetivo é promover um ecossistema equilibrado, minimizando o impacto ambiental. Tomamos medidas proativas, como a implementação de cobertura vegetal permanente e o apoio à captura de carbono através da plantação de 1,5 milhões de árvores. Estas ações refletem o nosso compromisso em construir um futuro sustentável para as nossas plantações e, consequentemente, para o nosso planeta. </p>",it,"<p>In qualità di agricoltori responsabili, siamo pienamente consapevoli dell'importanza di ridurre la nostra impronta di carbonio. Il nostro obiettivo è promuovere un ecosistema equilibrato, riducendo al minimo l’impatto ambientale. Adottiamo misure proattive, come l’implementazione di una copertura vegetale permanente e il sostegno alla cattura del carbonio attraverso la piantumazione di 1,5 milioni di alberi. Queste azioni riflettono il nostro impegno nella costruzione di un futuro sostenibile per le nostre piantagioni e, di conseguenza, per il nostro pianeta. </p>"
pt-PT,SABE MAIS SOBRE NÓS,it,SCOPRI DI PIÙ SU DI NOI
pt-PT,A melhores amêndoas que já provei. São simplesmente deliciosas e super diferentes.,it,Le migliori mandorle che abbia mai assaggiato. Sono semplicemente deliziosi e super diversi.
pt-PT,Catarina Barata,it,Catarina Barata
pt-PT,Muito boas e crocantes. Diferente de tudo que já provei. Gostei imenso.,it,Molto buono e croccante. A differenza di qualsiasi cosa abbia mai assaggiato. Mi è davvero piaciuto.
pt-PT,João Pedro,it,Giovanni Pedro
pt-PT,"Gosto de várias, mas as minhas favoritas são a Mel e Sal Marinho.",it,"Me ne piacciono diversi, ma i miei preferiti sono Miele e Sale marino."
pt-PT,Pedro Sousa,it,Pedro Sousa
pt-PT,Alecrim e sal tem tudo a ver com amêndoa. Descobri isso ao provar a Better With.,it,Il rosmarino e il sale sono tutti legati alle mandorle. L'ho scoperto provando Better With.
pt-PT,Rute Pereira,it,Ruth Pereira
pt-PT,As Nossas Herdades,it,Le nostre tenute
pt-PT,"<p>Espalhadas por 1.300 hectares, em 6 propriedades, nos concelhos do Fundão e Idanha-a-Nova, em Portugal.</p>",it,"<p>Si estende su 1.300 ettari, su 6 proprietà, nei comuni di Fundão e Idanha-a-Nova, in Portogallo.</p>"
pt-PT,Agricultura Regenerativa,it,Agricoltura rigenerativa
pt-PT,"<p>A nossa paixão pela sustentabilidade levou-nos a adotar práticas de agricultura sustentáveis no cultivo das nossas amêndoas, colhidas e tratadas nas nossas herdades. </p>",it,"<p>La nostra passione per la sostenibilità ci ha portato ad adottare pratiche agricole sostenibili nella coltivazione delle nostre mandorle, raccolte e trattate nelle nostre aziende agricole. </p>"
pt-PT,Produtos,it,Prodotti
pt-PT,"<p>Disponíveis em embalagens de 30g e 140g, estamos prontos para te acompanhar no dia-a-dia e em momentos especiais. </p>",it,"<p>Disponibili nelle confezioni da 30g e 140g, siamo pronti ad accompagnarvi quotidianamente e nei momenti speciali. </p>"
pt-PT,Loucos por Amêndoas,it,Pazzi per le mandorle
pt-PT,<p>Somos a combinação irresistível de uma alimentação saudável com uma experiência gastronómica irresistível: a fusão de amêndoas premium com um mix de 15 sabores artesanais. </p>,it,<p>Siamo l'irresistibile combinazione tra un'alimentazione sana e un'irresistibile esperienza gastronomica: la fusione di mandorle premium con un mix di 15 sapori artigianali. </p>
pt-PT,SHOP NOW,it,ACQUISTA ORA
pt-PT,SHOP NOW,it,ACQUISTA ORA
pt-PT,SHOP NOW,it,ACQUISTA ORA
pt-PT,SHOP NOW,it,ACQUISTA ORA
pt-PT,Comprar,it,Acquistare
pt-PT,#INSTAGRAM,it,#INSTAGRAM
pt-PT,<p>#betterwithalmonds #Amendoasincriveis #AmendoasPortuguesas #Regenerativas #sustentaveis #suaproteinadiaria #amoamendoas</p>,it,<p>#betterwithalmonds #Amendoasincriveis #AmendoasPortuguesas #Regenerativas #sustentaveis #suaproteinadiaria #amoamendoas</p>
pt-PT,Ug739536477,it,Ug739536477
pt-PT,100% CERTIFIED PRODUCTS,it,PRODOTTI CERTIFICATI AL 100%.
pt-PT,Detox the body. Look fabulous.,it,Disintossicare il corpo. Sembra favoloso.
pt-PT,Whether you crave a total reset or a nutrient boost.,it,Che tu desideri un ripristino totale o un aumento di nutrienti.
pt-PT,Shop our flavors,it,Acquista i nostri gusti
pt-PT,Add a tagline,it,Aggiungi uno slogan
pt-PT,Being energetic is the new you,it,Essere energici è il nuovo te
pt-PT,Add descriptive text for your slide here.,it,Aggiungi qui il testo descrittivo per la tua diapositiva.
pt-PT,Shop Now,it,Acquista ora
pt-PT,What Makes Us Different?,it,Cosa ci rende diversi?
pt-PT,"<p>Share information about your brand with your customers. Describe a product, make announcements, or welcome customers to your store. </p>",it,"<p>Condividi le informazioni sul tuo brand con i tuoi clienti. Descrivi un prodotto, fai annunci o dai il benvenuto ai clienti nel tuo negozio. </p>"
pt-PT,<p>Sugar Friendly</p>,it,<p>Amichevole con lo zucchero</p>
pt-PT,<p>Probiotics</p>,it,<p>Probiotici</p>
pt-PT,<p>100% Vegan</p>,it,<p>100% vegano</p>
pt-PT,<p>Gluten-free</p>,it,<p>Senza glutine</p>
pt-PT,<p>18 Cals</p>,it,<p>18 Cal</p>
pt-PT,<p>Zero Waste</p>,it,<p>Zero rifiuti</p>
pt-PT,Meet Our Products,it,Scopri i nostri prodotti
pt-PT,<p>This half-day fast eases you in with 3 of our lower sugar juices from each category.</p>,it,<p>Questo digiuno di mezza giornata ti facilita con 3 dei nostri succhi a basso contenuto di zucchero di ciascuna categoria.</p>
pt-PT,The Daily Wellness Bundle,it,Il pacchetto benessere quotidiano
pt-PT,<p>This half-day fast eases you in with 3 of our lower sugar juices from each category.</p>,it,<p>Questo digiuno di mezza giornata ti facilita con 3 dei nostri succhi a basso contenuto di zucchero di ciascuna categoria.</p>
pt-PT,Size,it,Misurare
pt-PT,Sizing guide,it,Guida alle taglie
pt-PT,Save 20%,it,Risparmia il 20%
pt-PT,"<p>This cleanse has an extra signature blend made with almonds to provide additional healthy fats & protein that keep you feeling satiated. Cleanse 1 also includes some of our most popular, delicious juices to make it easy-peasy.</p>",it,<p>Questo detergente contiene una miscela esclusiva a base di mandorle per fornire ulteriori grassi sani e proteine ​​che ti fanno sentire sazio. Cleanse 1 include anche alcuni dei nostri succhi più popolari e deliziosi per renderlo un gioco da ragazzi.</p>
pt-PT,Money Back Guarantee,it,Garanzia di rimborso
pt-PT,"<p>This cleanse has an extra signature blend made with almonds to provide additional healthy fats & protein that keep you feeling satiated. Cleanse 1 also includes some of our most popular, delicious juices to make it easy-peasy.</p>",it,<p>Questo detergente contiene una miscela esclusiva a base di mandorle per fornire ulteriori grassi sani e proteine ​​che ti fanno sentire sazio. Cleanse 1 include anche alcuni dei nostri succhi più popolari e deliziosi per renderlo un gioco da ragazzi.</p>
pt-PT,Certified Organic,it,Certificato biologico
pt-PT,"<p>This cleanse has an extra signature blend made with almonds to provide additional healthy fats & protein that keep you feeling satiated. Cleanse 1 also includes some of our most popular, delicious juices to make it easy-peasy.</p>",it,<p>Questo detergente contiene una miscela esclusiva a base di mandorle per fornire ulteriori grassi sani e proteine ​​che ti fanno sentire sazio. Cleanse 1 include anche alcuni dei nostri succhi più popolari e deliziosi per renderlo un gioco da ragazzi.</p>
pt-PT,Restore Your Vitality In 30 Days,it,Ripristina la tua vitalità in 30 giorni
pt-PT,"<p>It's a blend of cucumber, celery, spinach, lemon, kale and parsley. Simple, clean, and full of green goodness.</p>",it,"<p>È una miscela di cetriolo, sedano, spinaci, limone, cavolo riccio e prezzemolo. Semplice, pulito e pieno di bontà verde.</p>"
pt-PT,In the Press,it,Nella stampa
pt-PT,"<p>“Loved the juice and soup cleanse, was my first time doing a cleanse. Found the juices very satisfying.”</p>",it,"<p>""Mi sono piaciuti i succhi e le zuppe depurative. Era la prima volta che facevo una depurazione. Ho trovato i succhi molto soddisfacenti.""</p>"
pt-PT,"<p>""I will start by saying their juice is fantastic. I love it and I have purchased several times.""</p>",it,"<p>""Inizierò dicendo che il loro succo è fantastico. Lo adoro e l'ho acquistato diverse volte.""</p>"
pt-PT,Review author,it,Autore della recensione
pt-PT,"<p>""They taste great and are full of everything you need to start your journey towards better overall health.""</p>",it,"<p>""Hanno un ottimo sapore e sono pieni di tutto il necessario per iniziare il tuo viaggio verso una migliore salute generale.""</p>"
pt-PT,Review author,it,Autore della recensione
pt-PT,Blog posts,it,Post del blog
pt-PT,<p>Add a short description on your brand news</p>,it,<p>Aggiungi una breve descrizione alle novità del tuo marchio</p>
pt-PT,Summer Collection,it,Collezione estiva
pt-PT,"<p>Discover our <em>Summer Collection</em>, designed by Sarah Taylor.<br/>Free shipping in the US for any purchase over $60.</p>",it,"<p>Scopri la nostra <em>Collezione estiva</em>, disegnata da Sarah Taylor.<br/>Spedizione gratuita negli Stati Uniti per qualsiasi acquisto superiore a $ 60.</p>"
pt-PT,Shop Now,it,Acquista ora
pt-PT,Free Delivery,it,Consegna gratuita
pt-PT,"<p>Time and time again I won the applause of the bloodthirsty multitude, and toward the end there were cries.</p>",it,<p>Più e più volte ho vinto gli applausi della moltitudine assetata di sangue e verso la fine ci sono state delle grida.</p>
pt-PT,30-Day Returns,it,Resi entro 30 giorni
pt-PT,"<p>Time and time again I won the applause of the bloodthirsty multitude, and toward the end there were cries.</p>",it,<p>Più e più volte ho vinto gli applausi della moltitudine assetata di sangue e verso la fine ci sono state delle grida.</p>
pt-PT,International Warranty,it,Garanzia Internazionale
pt-PT,"<p>Time and time again I won the applause of the bloodthirsty multitude, and toward the end there were cries.</p>",it,<p>Più e più volte ho vinto gli applausi della moltitudine assetata di sangue e verso la fine ci sono state delle grida.</p>
pt-PT,New & Stylish Collections,it,Collezioni nuove ed eleganti
pt-PT,"<p>I did not even know that there were any better conditions to escape to, but I was more than willing to take my chances among people fashioned after my own mold rather than to remain longer among the hideous and bloodthirsty green men of Mars.</p>",it,"<p>Non sapevo nemmeno che esistessero condizioni migliori in cui fuggire, ma ero più che disposto a correre il rischio tra persone modellate secondo il mio stampo piuttosto che rimanere più a lungo tra gli orribili e sanguinari uomini verdi di Marte.</p>"
pt-PT,Flash Sale: 50-70% Accessories,it,Saldi flash: 50-70% Accessori
pt-PT,Shop Sale,it,Vendita in negozio
pt-PT,Recent Arrivals,it,Arrivi recenti
pt-PT,<p>Add some <em>new</em> pieces to your wardrobe by shopping our goodies.</p>,it,<p>Aggiungi alcuni <em>nuovi</em> pezzi al tuo guardaroba acquistando i nostri gadget.</p>
pt-PT,Summer Collection,it,Collezione estiva
pt-PT,"<p>Discover our <em>Summer Collection</em>, designed by Sarah Taylor.<br/>Free shipping in the US for any purchase over $60.</p>",it,"<p>Scopri la nostra <em>Collezione estiva</em>, disegnata da Sarah Taylor.<br/>Spedizione gratuita negli Stati Uniti per qualsiasi acquisto superiore a $ 60.</p>"
pt-PT,Shop Now,it,Acquista ora
pt-PT,Latest News,it,Ultime notizie
pt-PT,<p>Get the <em>latest fashion and beauty trends news.</em></p>,it,<p>Ricevi le <em>ultime notizie sulle tendenze della moda e della bellezza.</em></p>
pt-PT,"Signup for our newsletter to receive special offers, news, &amp; events.",it,"Iscriviti alla nostra newsletter per ricevere offerte speciali, novità e aggiornamenti. eventi."
pt-PT,<p>I did not even know that there were any better conditions to escape to.</p>,it,<p>Non sapevo nemmeno che esistessero condizioni migliori in cui fuggire.</p>
pt-PT,Discover Our Collection,it,Scopri la nostra collezione
pt-PT,"<p>Slowly she drifted to the southeast, rising higher and higher as the flames ateaway her wooden parts and diminished the weight upon her. </p>",it,"<p>Lentamente andò alla deriva verso sud-est, sollevandosi sempre più in alto mentre le fiamme divoravano le sue parti di legno e diminuivano il peso su di lei. </p>"
pt-PT,Recent Arrivals,it,Arrivi recenti
pt-PT,<p>Add some <em>new</em> pieces to your wardrobe by shopping our goodies.</p>,it,<p>Aggiungi alcuni <em>nuovi</em> pezzi al tuo guardaroba acquistando i nostri gadget.</p>
pt-PT,"<p>Slowly she drifted to the southeast, rising higher and higher as the flames ateaway her wooden parts and diminished the weight upon her. Ascending to the roof of the building I watched her for hours until she was lost in the dim finally.</p>",it,"<p>Lentamente andò alla deriva verso sud-est, sollevandosi sempre più in alto mentre le fiamme divoravano le sue parti di legno e diminuivano il peso su di lei. Salendo sul tetto dell'edificio l'ho osservata per ore finché non si è persa nell'oscurità.</p>"
pt-PT,Shop now,it,Acquista ora
pt-PT,Best Sellers,it,I più venduti
pt-PT,<p>I did not even know that there were any better conditions to escape to.</p>,it,<p>Non sapevo nemmeno che esistessero condizioni migliori in cui fuggire.</p>
pt-PT,Signup for our newsletter,it,Iscriviti alla nostra newsletter
pt-PT,<p>I did not even know that there were any better conditions to escape to.</p>,it,<p>Non sapevo nemmeno che esistessero condizioni migliori in cui fuggire.</p>
pt-PT,Designed in San Francisco. Handcrafted responsibly in Paris.,it,Progettato a San Francisco. Prodotto artigianalmente in modo responsabile a Parigi.
pt-PT,Shop now,it,Acquista ora
pt-PT,SHOP NOW,it,ACQUISTA ORA
pt-PT,SHOP NOW,it,ACQUISTA ORA
pt-PT,"<p>I did not even know that there were any better conditions to escape to, but I was more than willing to take my chances among people fashioned after my own mold rather than to remain longer among the hideous and bloodthirsty green men of Mars.</p>",it,"<p>Non sapevo nemmeno che esistessero condizioni migliori in cui fuggire, ma ero più che disposto a correre il rischio tra persone modellate secondo il mio stampo piuttosto che rimanere più a lungo tra gli orribili e sanguinari uomini verdi di Marte.</p>"
pt-PT,Learn More,it,Saperne di più
pt-PT,"<p>Discover our <em>Luxury Collection</em>, designed by Ann Maya.<br/>Free shipping in the US for any purchase over $60.</p>",it,"<p>Scopri la nostra <em>Collezione di lusso</em>, disegnata da Ann Maya.<br/>Spedizione gratuita negli Stati Uniti per qualsiasi acquisto superiore a $ 60.</p>"
pt-PT,Shop Now,it,Acquista ora
pt-PT,Latest News,it,Ultime notizie
pt-PT,<p>Get the <em>latest fashion and beauty trends news.</em></p>,it,<p>Ricevi le <em>ultime notizie sulle tendenze della moda e della bellezza.</em></p>
pt-PT,Free Delivery,it,Consegna gratuita
pt-PT,"<p>Time and time again I won the applause of the bloodthirsty multitude, and toward the end there were cries.</p>",it,<p>Più e più volte ho vinto gli applausi della moltitudine assetata di sangue e verso la fine ci sono state delle grida.</p>
pt-PT,30-Day Returns,it,Resi entro 30 giorni
pt-PT,"<p>Time and time again I won the applause of the bloodthirsty multitude, and toward the end there were cries.</p>",it,<p>Più e più volte ho vinto gli applausi della moltitudine assetata di sangue e verso la fine ci sono state delle grida.</p>
pt-PT,International Warranty,it,Garanzia Internazionale
pt-PT,"<p>Time and time again I won the applause of the bloodthirsty multitude, and toward the end there were cries.</p>",it,<p>Più e più volte ho vinto gli applausi della moltitudine assetata di sangue e verso la fine ci sono state delle grida.</p>
pt-PT,Gift Package,it,Pacchetto regalo
pt-PT,"<p>Time and time again I won the applause of the bloodthirsty multitude, and toward the end there were cries.</p>",it,<p>Più e più volte ho vinto gli applausi della moltitudine assetata di sangue e verso la fine ci sono state delle grida.</p>
pt-PT,Heading,it,Intestazione
pt-PT,"<p>Pair text with an image to focus on your chosen product, collection, or blog post. Add details on availability, style, or even provide a review.</p>",it,"<p>Abbina il testo a un'immagine per concentrarti sul prodotto, sulla collezione o sul post del blog che hai scelto. Aggiungi dettagli su disponibilità, stile o fornisci anche una recensione.</p>"
pt-PT,<p>Add your store address or<br/>your store hours</p>,it,<p>Aggiungi l'indirizzo del tuo negozio o<br/>gli orari del negozio</p>
pt-PT,Our Stores,it,I nostri negozi
pt-PT,Store location,it,Posizione del negozio
pt-PT,<p>Add your store address or<br/>your store hours</p>,it,<p>Aggiungi l'indirizzo del tuo negozio o<br/>gli orari del negozio</p>
pt-PT,Get Directions,it,Ottieni indicazioni stradali
pt-PT,Store location,it,Posizione del negozio
pt-PT,<p>Add your store address or<br/>your store hours</p>,it,<p>Aggiungi l'indirizzo del tuo negozio o<br/>gli orari del negozio</p>
pt-PT,Get Directions,it,Ottieni indicazioni stradali
pt-PT,Store location,it,Posizione del negozio
pt-PT,<p>Add your store address or<br/>your store hours</p>,it,<p>Aggiungi l'indirizzo del tuo negozio o<br/>gli orari del negozio</p>
pt-PT,Get Directions,it,Ottieni indicazioni stradali
pt-PT,Heading,it,Intestazione
pt-PT,"<p>Focus on your upcoming sales. Add details on availability, style, or even provide a review.</p>",it,"<p>Concentrati sulle tue prossime vendite. Aggiungi dettagli su disponibilità, stile o fornisci anche una recensione.</p>"
pt-PT,Shop Now,it,Acquista ora
pt-PT,Heading,it,Intestazione
pt-PT,"<p>Focus on your upcoming sales. Add details on availability, style, or even provide a review.</p>",it,"<p>Concentrati sulle tue prossime vendite. Aggiungi dettagli su disponibilità, stile o fornisci anche una recensione.</p>"
pt-PT,Say Hello,it,Salutami
pt-PT,Entra em Contacto,it,Mettiti in contatto
pt-PT,<p>Através do formulário ou por e-mail. <strong>Estamos aqui!</strong></p>,it,<p>Tramite il modulo o via email. <strong>Siamo qui!</strong></p>
pt-PT,<h3>Better With Us</h3>,it,<h3>Meglio con noi</h3>
pt-PT,"<p>Rua Filarmónica Idanhense, 68</p><p>6060-188 Idanha-a-Nova</p><p>hello@betterwithalmonds.com</p>",it,"<p>Rua Filarmonica Idanhense, 68</p><p>6060-188 Idanha-a-Nova</p><p>hello@betterwithalmonds.com</p>"
pt-PT,<p></p><h3><strong>Fala connosco!</strong></h3>,it,<p></p><h3><strong>Fala connosco!</strong></h3>
pt-PT,"<p>Envia-nos as tuas dúvidas, críticas e elogios. :)</p>",it,"<p>Inviaci domande, critiche e complimenti. :)</p>"
pt-PT,"<p>A nossa dedicação à<strong> agricultura sustentável</strong> levou-nos a especializar-nos em <strong>amêndoas mediterrânicas</strong> de primeira qualidade provenientes de <strong>agricultura regenerativa</strong>, colhidas e tratadas com o máximo cuidado. A <strong>Better With</strong> é uma marca da <strong>Veracruz Almonds</strong>, a empresa produtora.</p>",it,"<p>La nostra dedizione all'<strong>agricoltura sostenibile</strong> ci ha portato a specializzarci in <strong>mandorle mediterranee</strong> di alta qualità provenienti da <strong>agricoltura rigenerativa</strong>, raccolte e trattate con la massima cura. <strong>Better With</strong> è un marchio di <strong>Veracruz Almonds</strong>, l'azienda produttrice.</p>"
pt-PT,Conhece a Veracruz,it,Conosci Veracruz
pt-PT,conhece a nossa origem,it,Conosci la nostra origine
pt-PT,"<p>A melhor amêndoa mediterrânica nasce do contacto entre o sol e a terra, do respeito e do amor, da incorporação de tecnologia na agricultura. Destas e de outras combinações nasce uma marca com presença: no sofá ou na praia, no verão ou no inverno, em qualquer dia, a qualquer hora. </p>",it,"<p>Le migliori mandorle del Mediterraneo nascono dal contatto tra il sole e la terra, dal rispetto e dall'amore, dall'incorporazione della tecnologia nell'agricoltura. Da questi e altri accostamenti nasce un brand presente: sul divano o in spiaggia, d'estate o d'inverno, in ogni giorno, a ogni ora. </p>"
pt-PT,"<p>Em<strong> 1.300 hectares</strong>, distribuídos por seis propriedades nos concelhos do Fundão e Idanha-a-Nova, utilizamos<strong> as mais avançadas técnicas de agricultura de precisão</strong>, juntamente com <strong>práticas de responsabilidade social</strong>. Adotamos uma abordagem verdadeiramente holística que beneficia todos os envolvidos!</p>",it,"<p>Su<strong>1.300 ettari</strong>, distribuiti in sei proprietà nei comuni di Fundão e Idanha-a-Nova, utilizziamo<strong>le più avanzate tecniche di agricoltura di precisione</strong>, insieme a <strong>pratiche di responsabilità sociale</strong>. Adottiamo un approccio veramente olistico a vantaggio di tutti i soggetti coinvolti!</p>"
pt-PT,"<p>Nas nossas herdades, praticamos uma <strong>agricultura regenerativa</strong>, focada na preservação de recursos preciosos como o <strong>solo</strong>, a <strong>água</strong>, a <strong>vida selvagem</strong> e a <strong>flora </strong>para as gerações futuras. Orgulhamo-nos de lutar por uma maior <strong>biodiversidade</strong>, a fim de proteger o equilíbrio da natureza!</p>",it,"<p>Nelle nostre aziende agricole pratichiamo l'<strong>agricoltura rigenerativa</strong>, incentrata sulla conservazione di risorse preziose come il <strong>suolo</strong>, l'<strong>acqua</strong>, la <strong>fauna selvatica</strong> e la <strong>flora</strong> per le generazioni future. Siamo orgogliosi di lottare per una maggiore <strong>biodiversità</strong> al fine di proteggere l'equilibrio della natura!</p>"
pt-PT,As nossas herdades,it,I nostri allevamenti
pt-PT,NOSSAS CERTIFICAÇÕES,it,LE NOSTRE CERTIFICAZIONI
pt-PT,É melhor com confiança. Do campo à mesa. Hoje e amanhã.,it,È meglio con fiducia. Dal campo alla tavola. Oggi e domani.
pt-PT,Torrada com Sal,it,Pane tostato con sale
pt-PT,Natural,it,Naturale
pt-PT,Torrada,it,Pane abbrustolito
pt-PT,Mel e Sal Marinho,it,Miele e sale marino
pt-PT,Fudge Caramelo Inglês,it,Fudge al caramello inglese
pt-PT,Alecrim e Sal,it,Rosmarino e Sale
pt-PT,Caril,it,Curry
pt-PT,Regenerativas e sustentáveis,it,Rigenerativo e sostenibile
pt-PT,"<p>Nossa paixão pela <strong>agricultura sustentável</strong> nos levou a focar em <strong>amêndoas premium regenerativas</strong>, que são colhidas e processadas com muito carinho e cuidado em <strong>nossas próprias fazendas.</strong></p>",it,"<p>La nostra passione per l'<strong>agricoltura sostenibile</strong> ci ha portato a concentrarci sulle <strong>mandorle rigenerative premium</strong>, che vengono raccolte e lavorate con grande cura e cura nelle <strong>nostre fattorie.</strong></p>"
pt-PT,Produzidas em Portugal,it,Prodotto in Portogallo
pt-PT,"<p>Espalhadas por <strong>1.300 hectares </strong>de terra em <strong>6 propriedades</strong> nos municípios de Fundão e Idanha-a-Nova, em <strong>Portugal</strong>, utilizamos técnicas avançadas de <strong>agricultura de precisão</strong>, juntamente com práticas de <strong>responsabilidade social</strong>, para garantir que todos se beneficiem!</p>",it,"<p>Distribuiti su <strong>1.300 ettari</strong> di terreno in <strong>6 proprietà</strong> nei comuni di Fundão e Idanha-a-Nova, in <strong>Portogallo</strong>, utilizziamo tecniche avanzate di <strong>agricoltura di precisione</strong>, insieme a pratiche di <strong>responsabilità sociale</strong>, per garantire a tutti benefici!</p>"
pt-PT,O seu snack perfeito,it,Il tuo spuntino perfetto
pt-PT,"<p>Queremos levar a experiência de saborear amêndoas a novos patamares com a nossa marca <strong>BETTER WITH. </strong>Apresentamos uma combinação irresistível de nutrição saudável e satisfação pura, utilizando amêndoas premium do Mediterrâneo e uma variedade incrível de sabores artesanais que são verdadeiramente tentadores.</p>",it,"<p>Vogliamo portare l'esperienza di gustare le mandorle a nuovi livelli con il nostro marchio <strong>BETTER WITH. </strong>Presentiamo un'irresistibile combinazione di alimentazione sana e pura soddisfazione, utilizzando mandorle mediterranee di prima qualità e un'incredibile varietà di sapori artigianali davvero allettanti.</p>"
pt-PT,Size,it,Misurare
pt-PT,Sizing guide,it,Guida alle taglie
pt-PT,➜ Ingredientes,it,➜ Ingredienti
pt-PT,<p>{{ product.metafields.custom.ingredientes | metafield_tag }}</p>,it,<p>{{ product.metafields.custom.ingredientes | metafield_tag }}</p>
pt-PT,★ Informação Nutricional,it,★ Informazioni nutrizionali
pt-PT,{{ product.metafields.custom.informacao_nutricional | metafield_tag }},it,{{ product.metafields.custom.informacao_nutricional | metafield_tag }}
pt-PT,♥ Origem e variedade,it,♥ Origine e varietà
pt-PT,"<p>Origem: Beira Interior, Portugal<br/>Variedade: Soleta</p>",it,"<p>Origine: Beira Interior, Portogallo<br/>Varietà: Soleta</p>"
pt-PT,❗ Alergénios e Informações Importantes,it,❗Allergeni e informazioni importanti
pt-PT,{{ product.metafields.custom.alergenios_e_outras_informacoes | metafield_tag }},it,{{ product.metafields.custom.alergenios_e_outras_informacoes | metafield_tag }}
pt-PT,⛟ Entrega e Portes,it,⛟ Consegna e Spedizione
pt-PT,<p>Envio em 2 dias úteis. Portes gratuitos em compras acima de 25€.</p>,it,<p>Spedizione entro 2 giorni lavorativi. Spedizione gratuita per acquisti superiori a € 25.</p>
pt-PT,Combina com,it,Si combina con
pt-PT,Também pode gostar,it,Potrebbe piacerti anche
pt-PT,Size,it,Misurare
pt-PT,Sizing guide,it,Guida alle taglie
pt-PT,Pode gostar também,it,Potrebbe piacerti anche
pt-PT,Size,it,Misurare
pt-PT,Sizing guide,it,Guida alle taglie
pt-PT,Size,it,Misurare
pt-PT,Sizing guide,it,Guida alle taglie
pt-PT,➜ Ingredientes,it,➜ Ingredienti
pt-PT,<p>{{ product.metafields.custom.ingredientes | metafield_tag }}</p>,it,<p>{{ product.metafields.custom.ingredientes | metafield_tag }}</p>
pt-PT,★ Informação Nutricional,it,★ Informazioni nutrizionali
pt-PT,{{ product.metafields.custom.informacao_nutricional | metafield_tag }},it,{{ product.metafields.custom.informacao_nutricional | metafield_tag }}
pt-PT,♥ Origem e variedade,it,♥ Origine e varietà
pt-PT,"<p>Origem: Beira Interior, Portugal<br/>Variedade: Amêndoa Mediterrânica</p>",it,"<p>Origine: Beira Interior, Portogallo<br/>Varietà: mandorla mediterranea</p>"
pt-PT,❗ Alergénios e Informações Importantes,it,❗Allergeni e informazioni importanti
pt-PT,{{ product.metafields.custom.alergenios_e_outras_informacoes | metafield_tag }},it,{{ product.metafields.custom.alergenios_e_outras_informacoes | metafield_tag }}
pt-PT,⛟ Entrega e Portes,it,⛟ Consegna e Spedizione
pt-PT,<p>Envio em 2 dias úteis. Portes gratuitos em compras acima de 25€.</p>,it,<p>Spedizione entro 2 giorni lavorativi. Spedizione gratuita per acquisti superiori a € 25.</p>
pt-PT,Combina com,it,Si combina con
pt-PT,Também pode gostar,it,Potrebbe piacerti anche
pt-PT,Fica a par de todas as novidades e promoções,it,Rimani aggiornato su tutte le novità e promozioni
pt-PT,<p>Sê o primeiro a saber!</p>,it,<p>Sii il primo a saperlo!</p>
pt-PT,Portugal.,it,Portogallo.
pt-PT,Inscreva-se e receba novidades e promoções:,it,Iscriviti e ricevi novità e promozioni:
pt-PT,BETTER WITH ALMONDS,it,MEGLIO CON LE MANDORLE
pt-PT,"<p>Rua Filarmónica Idanhense, 68, 6060-188 </p><p>Idanha-a-Nova,  Portugal</p>",it,"<p>Rua Filarmonica Idanhense, 68, 6060-188 </p><p>Idanha-a-Nova, Portogallo</p>"
pt-PT,Contacto,it,Contatto
pt-PT,<p>hello@betterwithalmonds.com</p>,it,<p>ciao@betterwithalmonds.com</p>
pt-PT,Formulário de Contacto,it,Modulo di contatto
pt-PT,PRODUTOS,it,PRODOTTI
pt-PT,Livro de Reclamações,it,Libro dei reclami
pt-PT,Livro de Reclamações Eletrónico,it,Libro elettronico dei reclami
pt-PT,Portes grátis em todas as subscrições e em compras únicas acima de 30€,it,Spedizione gratuita su tutti gli abbonamenti e acquisti singoli superiori a 30€
pt-PT,Please select an option,it,Seleziona un'opzione
pt-PT,"[data-simple-bundles-options] select { 
    padding-top: 0px;
    padding-right: 8px;
    padding-bottom: 0px;
    padding-left: 8px;
}",it,"[data-simple-bundles-options] select { 
    padding-top: 0px;
    padding-right: 8px;
    padding-bottom: 0px;
    padding-left: 8px;
}"
pt-PT,Portugal,it,Portogallo
pt-PT,Conhece,it,Sai
pt-PT,Compra,it,Acquistare
pt-PT,Conhece,it,Sai
pt-PT,Compra,it,Acquistare
pt-PT,Conhece,it,Sai
pt-PT,Compra,it,Acquistare
pt-PT,PRODUTOS,it,PRODOTTI
